9	0 1 0 1.57 0 0 0 0 0 
9	0 -1 0 1.57 0 0 0 0 0 
9	-4.36158e-11 -0.140594 0 -1.33267 0 0 0 0 0 
9	8.53051e-12 -0.179551 0 -0.453273 0 0 0 0 0 
9	-6.20895e-12 -0.423748 0 0.110227 0 0 0 0 0 
9	-8.40419e-11 -0.266305 0 0.102962 0 0 0 0 0 
9	3.83532e-11 -0.209738 0 -0.113567 0 0 0 0 0 
9	9.72689e-11 0.00677332 0 -0.15032 0 0 0 0 0 
9	-2.7423e-12 -0.295524 0 -0.780716 0 0 0 0 0 
9	-5.93359e-12 -0.303365 0 -0.943724 0 0 0 0 0 
9	-2.36016e-11 -0.214052 0 -0.131259 0 0 0 0 0 
9	9.88269e-11 -0.512264 0 -0.216523 0 0 0 0 0 
9	-8.69692e-11 -0.1886 0 -0.279223 0 0 0 0 0 
9	-5.40139e-11 -0.259172 0 -0.240163 0 0 0 0 0 
9	-6.01223e-12 -0.466829 0 0.892952 0 0 0 0 0 
9	-4.55821e-11 -0.310211 0 0.755607 0 0 0 0 0 
9	2.91046e-11 -0.506978 0 0.678851 0 0 0 0 0 
9	-9.19326e-11 -0.438282 0 0.806922 0 0 0 0 0 
9	-5.25068e-11 -0.456713 0 0.390022 0 0 0 0 0 
9	5.40062e-11 -0.423341 0 0.230786 0 0 0 0 0 
9	8.96948e-11 -0.260876 0 0.486789 0 0 0 0 0 
9	-6.1219e-11 -0.441907 0 -0.0474207 0 0 0 0 0 
9	-9.98566e-11 -0.336862 0 0.625482 0 0 0 0 0 
9	-6.23814e-11 -0.372579 0 0.648643 0 0 0 0 0 
9	9.03098e-12 -0.359409 0 0.765268 0 0 0 0 0 
9	8.18891e-11 -0.486077 0 0.420258 0 0 0 0 0 
9	-5.5349e-12 -0.310483 0 -0.406271 0 0 0 0 0 
9	-9.30355e-11 -0.476837 0 -0.323571 0 0 0 0 0 
9	2.0679e-11 -0.58337 0 0.0367909 0 0 0 0 0 
9	-5.18424e-11 -0.310644 0 0.384734 0 0 0 0 0 
9	-7.41405e-11 -0.399087 0 -0.0652539 0 0 0 0 0 
9	-9.02743e-12 -0.42016 0 -1.29391 0 0 0 0 0 
9	-5.62311e-11 -0.426084 0 -0.993598 0 0 0 0 0 
9	-1.93477e-11 -0.335354 0 -0.624021 0 0 0 0 0 
9	-4.25465e-11 -0.344291 0 -0.738109 0 0 0 0 0 
9	-4.1487e-11 -0.362173 0 -0.287718 0 0 0 0 0 
9	-4.83352e-11 -0.369398 0 -0.70388 0 0 0 0 0 
9	7.96499e-11 -0.432739 0 -0.0785975 0 0 0 0 0 
9	-1.55333e-11 -0.23203 0 0.550098 0 0 0 0 0 
9	2.84239e-11 -0.284933 0 0.494547 0 0 0 0 0 
9	2.19955e-12 -0.582208 0 -0.0310458 0 0 0 0 0 
9	-5.19745e-12 -0.423833 0 0.53482 0 0 0 0 0 
9	8.94403e-11 -0.451072 0 0.389322 0 0 0 0 0 
9	-1.42446e-11 -0.28424 0 0.645287 0 0 0 0 0 
9	4.70798e-11 -0.448979 0 0.189321 0 0 0 0 0 
9	-1.07601e-11 -0.292133 0 -0.707545 0 0 0 0 0 
9	7.03578e-11 -0.400565 0 0.051664 0 0 0 0 0 
9	3.7905e-12 -0.387448 0 -0.202252 0 0 0 0 0 
9	6.40571e-11 -0.462408 0 -0.384097 0 0 0 0 0 
9	1.06683e-11 -0.44201 0 -0.0885714 0 0 0 0 0 
9	4.47853e-11 -0.432546 0 0.283712 0 0 0 0 0 
9	-4.8123e-11 -0.598997 0 0.193284 0 0 0 0 0 
9	-7.60575e-11 -0.231494 0 -1.56936 0 0 0 0 0 
9	-8.68069e-11 -0.434635 0 0.211074 0 0 0 0 0 
9	-8.65993e-12 -0.533299 0 0.0959621 0 0 0 0 0 
9	8.86659e-11 -0.258421 0 -0.67747 0 0 0 0 0 
9	-7.6949e-11 -0.252885 0 -0.68854 0 0 0 0 0 
9	-4.82351e-11 -0.0812955 0 -0.529666 0 0 0 0 0 
9	-9.8707e-11 -0.0464646 0 -0.670755 0 0 0 0 0 
9	9.16613e-11 -0.0824695 0 -0.501321 0 0 0 0 0 
9	-5.90684e-11 -0.0769284 0 -0.625427 0 0 0 0 0 
9	-3.71745e-11 -0.138983 0 -0.380666 0 0 0 0 0 
9	-9.32773e-11 -0.195366 0 -0.602967 0 0 0 0 0 
9	-2.30329e-11 -0.125045 0 -0.756326 0 0 0 0 0 
9	-4.24816e-11 -0.351702 0 -0.665859 0 0 0 0 0 
9	-3.21024e-11 -0.288733 0 -0.723381 0 0 0 0 0 
9	-2.46836e-11 -0.268855 0 -1.32862 0 0 0 0 0 
9	6.60101e-11 -0.232766 0 -1.11607 0 0 0 0 0 
9	4.55817e-11 -0.144471 0 -0.914028 0 0 0 0 0 
9	8.58495e-11 -0.262596 0 -0.468984 0 0 0 0 0 
9	-6.15711e-11 -0.122398 0 -0.942509 0 0 0 0 0 
9	7.45214e-11 -0.256846 0 -0.463783 0 0 0 0 0 
9	-2.30647e-11 -0.188369 0 -0.520629 0 0 0 0 0 
9	2.77619e-11 -0.330214 0 -1.14733 0 0 0 0 0 
9	4.90899e-11 -0.21333 0 -1.17323 0 0 0 0 0 
9	7.11329e-11 -0.205299 0 -0.141166 0 0 0 0 0 
9	7.28055e-11 -0.227888 0 -0.976042 0 0 0 0 0 
9	-6.82123e-11 -0.147344 0 -0.143513 0 0 0 0 0 
9	2.82071e-11 -0.237368 0 -0.153303 0 0 0 0 0 
9	-4.48678e-11 -0.15499 0 -0.859676 0 0 0 0 0 
9	1.28039e-11 -0.0408733 0 -1.16581 0 0 0 0 0 
9	6.53248e-11 -0.0150625 0 -0.976967 0 0 0 0 0 
9	-6.28344e-13 -0.161995 0 -0.252453 0 0 0 0 0 
9	2.30342e-11 -0.260346 0 -0.349808 0 0 0 0 0 
9	9.54977e-11 -0.12385 0 -0.810726 0 0 0 0 0 
9	3.86462e-11 -0.359428 0 -0.838478 0 0 0 0 0 
9	-8.64341e-11 -0.358815 0 -0.631202 0 0 0 0 0 
9	5.75165e-11 -0.0976658 0 -0.791655 0 0 0 0 0 
9	-7.6786e-11 -0.342927 0 -0.941152 0 0 0 0 0 
9	3.30733e-11 -0.472385 0 -0.535377 0 0 0 0 0 
9	-5.57186e-11 -0.315678 0 -0.00457238 0 0 0 0 0 
9	7.24673e-11 -0.316052 0 -0.902179 0 0 0 0 0 
9	-2.904e-11 -0.339131 0 -0.895778 0 0 0 0 0 
9	6.55614e-11 -0.232494 0 -0.494454 0 0 0 0 0 
9	-3.62876e-11 -0.290994 0 -0.666105 0 0 0 0 0 
9	-8.48544e-11 -0.262063 0 -0.711659 0 0 0 0 0 
9	7.48757e-12 -0.375539 0 -0.41696 0 0 0 0 0 
9	-2.50919e-11 -0.343667 0 -0.784248 0 0 0 0 0 
9	9.79651e-12 -0.243334 0 -0.676467 0 0 0 0 0 
9	7.12017e-12 -0.362926 0 0.198937 0 0 0 0 0 
9	3.38383e-11 -0.191081 0 -0.524301 0 0 0 0 0 
9	8.66761e-11 -0.463776 0 -1.03371 0 0 0 0 0 
9	1.81144e-11 -0.337643 0 -0.454181 0 0 0 0 0 
9	8.77399e-11 -0.46908 0 -0.457835 0 0 0 0 0 
9	-2.51255e-11 -0.332703 0 -0.776797 0 0 0 0 0 
9	3.94542e-11 -0.397277 0 -0.52291 0 0 0 0 0 
9	-5.98873e-11 -0.448388 0 -0.265199 0 0 0 0 0 
9	-8.09816e-11 -0.31285 0 -0.307558 0 0 0 0 0 
9	1.29806e-11 -0.320661 0 -0.799211 0 0 0 0 0 
9	7.1446e-11 -0.337317 0 -0.179674 0 0 0 0 0 
9	-8.27867e-11 -0.304664 0 -0.168026 0 0 0 0 0 
9	-3.41832e-11 -0.236662 0 -0.845275 0 0 0 0 0 
9	8.28769e-11 -0.243677 0 -0.953339 0 0 0 0 0 
9	4.96429e-11 -0.283745 0 -0.792908 0 0 0 0 0 
9	6.06904e-11 -0.207338 0 -0.225897 0 0 0 0 0 
9	8.17322e-12 -0.180933 0 -0.875744 0 0 0 0 0 
9	-3.9275e-11 -0.291773 0 -1.05929 0 0 0 0 0 
9	2.64693e-11 -0.353016 0 0.0763672 0 0 0 0 0 
9	5.09773e-11 -0.084096 0 -0.030302 0 0 0 0 0 
9	9.1257e-11 -0.0374603 0 -1.27914 0 0 0 0 0 
9	-7.35176e-11 -0.167192 0 -0.348543 0 0 0 0 0 
9	8.60754e-11 -0.0725283 0 -0.179904 0 0 0 0 0 
9	-8.79007e-11 -0.0955096 0 -0.256169 0 0 0 0 0 
9	4.40875e-11 -0.184263 0 -2.02655 0 0 0 0 0 
9	-2.29757e-11 -0.211861 0 -1.43537 0 0 0 0 0 
9	-8.6715e-11 -0.0283721 0 -0.259683 0 0 0 0 0 
9	4.86617e-11 -0.131588 0 0.234394 0 0 0 0 0 
9	8.31807e-11 -0.060135 0 -0.929107 0 0 0 0 0 
9	-1.73924e-11 -0.072729 0 -0.294834 0 0 0 0 0 
9	-6.66628e-11 -0.114341 0 -1.46899 0 0 0 0 0 
9	6.89874e-11 -0.0746262 0 -1.89966 0 0 0 0 0 
9	9.75745e-11 -0.0850905 0 -1.74705 0 0 0 0 0 
9	-1.6931e-11 -0.245394 0 -0.772504 0 0 0 0 0 
9	1.85264e-11 -0.187597 0 -1.21767 0 0 0 0 0 
9	-7.45367e-11 -0.173987 0 -1.46613 0 0 0 0 0 
9	4.42254e-11 -0.226135 0 -1.61512 0 0 0 0 0 
9	-3.67318e-11 -0.252934 0 -0.305636 0 0 0 0 0 
9	-5.24622e-12 -0.234095 0 -1.95028 0 0 0 0 0 
9	-7.21275e-13 -0.33686 0 -1.00516 0 0 0 0 0 
9	7.56661e-11 -0.551487 0 0.98622 0 0 0 0 0 
9	5.00067e-11 -0.509435 0 0.647243 0 0 0 0 0 
9	4.04084e-12 -0.858344 0 0.820671 0 0 0 0 0 
9	-9.94246e-11 -0.48012 0 0.767188 0 0 0 0 0 
9	1.55222e-11 -0.408431 0 0.985228 0 0 0 0 0 
9	-6.76894e-11 -0.485081 0 0.817863 0 0 0 0 0 
9	-5.77803e-11 -0.466428 0 0.71779 0 0 0 0 0 
9	7.04321e-11 -0.48714 0 0.0337244 0 0 0 0 0 
9	1.98472e-11 -0.396324 0 0.772343 0 0 0 0 0 
9	7.24784e-11 -0.403772 0 0.467792 0 0 0 0 0 
9	9.98385e-11 -0.414656 0 0.788821 0 0 0 0 0 
9	9.38939e-11 -0.48097 0 0.290058 0 0 0 0 0 
9	-6.86468e-11 -0.58679 0 0.704054 0 0 0 0 0 
9	-4.84871e-11 -0.571262 0 0.588308 0 0 0 0 0 
9	-1.9653e-11 -0.504955 0 0.552339 0 0 0 0 0 
9	-4.70564e-11 -0.315867 0 0.527671 0 0 0 0 0 
9	-6.30589e-11 -0.378681 0 0.368376 0 0 0 0 0 
9	-6.71759e-11 -0.542952 0 1.24866 0 0 0 0 0 
9	5.90803e-11 -0.479656 0 1.06672 0 0 0 0 0 
9	9.85459e-11 -0.498856 0 0.795367 0 0 0 0 0 
9	7.71158e-11 -0.50298 0 0.822119 0 0 0 0 0 
9	1.94546e-11 -0.451825 0 0.742976 0 0 0 0 0 
9	5.81159e-11 -0.511523 0 0.624797 0 0 0 0 0 
9	-4.81709e-11 -0.415002 0 0.391117 0 0 0 0 0 
9	9.509e-11 -0.530772 0 0.124283 0 0 0 0 0 
9	-6.05406e-11 -0.510702 0 0.309516 0 0 0 0 0 
9	4.15882e-11 -0.447832 0 0.878034 0 0 0 0 0 
9	4.27248e-11 -0.448627 0 0.368088 0 0 0 0 0 
9	3.74181e-11 -0.250853 0 0.304361 0 0 0 0 0 
9	8.12358e-11 -0.264664 0 0.375459 0 0 0 0 0 
9	-3.36989e-11 -0.536229 0 0.690492 0 0 0 0 0 
9	9.8253e-11 -0.25656 0 0.544368 0 0 0 0 0 
9	-7.5349e-11 -0.403609 0 0.418056 0 0 0 0 0 
9	-3.17357e-11 -0.341305 0 -0.88994 0 0 0 0 0 
9	7.77802e-11 -0.294052 0 0.00852346 0 0 0 0 0 
9	6.72417e-11 -0.25088 0 -1.13849 0 0 0 0 0 
9	5.35149e-12 -0.302814 0 -0.53945 0 0 0 0 0 
9	-4.42433e-11 -0.451521 0 0.0258689 0 0 0 0 0 
9	-7.79308e-11 -0.311642 0 0.128431 0 0 0 0 0 
9	6.0485e-11 -0.340588 0 0.480373 0 0 0 0 0 
9	-7.29557e-11 -0.175089 0 0.292592 0 0 0 0 0 
9	9.17948e-11 -0.251159 0 0.265693 0 0 0 0 0 
9	-9.30815e-11 -0.262699 0 -0.0420143 0 0 0 0 0 
9	2.07608e-11 -0.348844 0 0.087675 0 0 0 0 0 
